,text,negative&positive,depression
2348,"rt free_media_hub assad to the hague 
petition click to add your name httpstcofhgwuyukal syria httpstcog9adkolcge",[ 0.89185274  0.10814723],negative
2349,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2350,cnn msnbc how ironic that realdonaldtrump blamed syria on barackobama but tweeted this to him forget syria httpstcozoxxhgj93o,[ 0.49760315  0.50239688],positive
2351,rt unicef 8yearold hussein from syria lost his leg after a mine exploded but he is determined not to give up on his dreams mineawaren,[ 0.89185274  0.10814723],negative
2352,rt birdsofjannah these children r not sleeping they suffocated to death from chemical attack today in syria help to send gas masks htt,[ 0.89185274  0.10814723],negative
2353,"welcome to 2017 where you can literally watch war aka extermination when its against unarmed people on facebook live 

syria",[ 0.40217167  0.59782839],positive
2354,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
2355,rt kyleworton intl law also died in syria anyone seriously concerned w human rights now understands power matters un is an accomp,[ 0.89185274  0.10814723],negative
2356,rt senjohnmccain another vicious chemical attack in syria  how do the syrian people determine their own future while they are being sla,[ 0.89185274  0.10814723],negative
2357,rt abdussamad_aif whats happening in syria is painful to witness   ya allah make it easy for those suffering amp grant jannah to those w,[ 0.89185274  0.10814723],negative
2358,rt iranarabspring graphic most confronting video of today in hope experts can tell us what the evidence means khansheikhan syria http,[ 0.89185274  0.10814723],negative
2359,rt oulosp why arent the white helmets wearing gloves if dealing with chemicals in idlib syria httpstcodffjfj1hjx,[ 0.89185274  0.10814723],negative
2360,"rt amercans4ypg syria military 
tensions increase between turkeybacked rebels in northern aleppo
httpstcovbbrmjpckr httpstco",[ 0.89185274  0.10814723],negative
2361,rt timand2037 alqaeda in idlib prepares things in their bunker before the alleged cw attack syria httpstcog3fspbzlna,[ 0.89185274  0.10814723],negative
2362,"at least turkey acts 
syria idlib chemical_attack assadputin assadgenocide un gasattack httpstcovraazanz7d",[ 0.37677622  0.62322378],positive
2363,rt senjohnmccain another vicious chemical attack in syria  how do the syrian people determine their own future while they are being sla,[ 0.89185274  0.10814723],negative
2364,rt rafu007 younus algohars challenge to isis httpstco5imab7mpea isil daesh islamicstate iraq syria libya yemen donaldtrump,[ 0.89185274  0.10814723],negative
2365,rt cololucody may god forgive us all im shaken to my soul syria theyarebabies,[ 0.89185274  0.10814723],negative
2366,rt michaelcastner with realdonaldtrump its always somebody elses faultresponsibility trumprussia syria httpstcoeguu5x3sjd,[ 0.89185274  0.10814723],negative
2367,rt jennifermaccani my heart is heavy for syria today i know its easy to look away please dont some resources if you want to help h,[ 0.89185274  0.10814723],negative
2368,rt yuval_rotem appalled at todays horrific chemical attack in syria intl community must unite and end wmd threat from assad and his,[ 0.89185274  0.10814723],negative
2369,rt laurie_holden my heart is broken for the people of syriathis is so tragic a senseless loss of life syria,[ 0.89185274  0.10814723],negative
2370,follow this thread for some ideas on what to do when everything seems hopeless syria compassion httpstcokpn9ffpgyd,[ 0.02835219  0.97164786],positive
2371,"rt thisisgaza he little promised much
too soon untied
he only dreamt he lived
 and then he died
idlib syria 
_ httpst",[ 0.89185274  0.10814723],negative
2372,i am infuriated by these despicable sacks of st they have syrias blood on their hands now this is enough httpstcoisawvjywl0,[ 0.39086604  0.60913396],positive
2373,"rt shoebridgec 22 tomorrow un eu meeting on syria begins in brussels
httpstcoo5xswmx68e
its forerunner last year in london
https",[ 0.89185274  0.10814723],negative
2374," moments trump blames syria gasattackchemicalattack on previous potus obamas weakness and irresolution
httpstconmcj9715cp",[ 0.43452168  0.56547838],positive
2375,rt thearabsource jumping to conclusions something is not adding up in idlib chemical weapons attack httpstcoxwkbyf593r syria,[ 0.89185274  0.10814723],negative
2376,"rt sassysassyred syria
he is killing his own people httpstcojcrunrdkcq",[ 0.89185274  0.10814723],negative
2377,"what is your response to what is happening in syria traitor coldheartedbastard

trumprussiacoverup httpstcog6s3ljo4ff",[ 0.40217167  0.59782839],positive
2378,rt abdussamad_aif whats happening in syria is painful to witness   ya allah make it easy for those suffering amp grant jannah to those w,[ 0.89185274  0.10814723],negative
2379,rt abcnews24 at least 58 people have died in a suspected chemical weapons attack in syria is the syrian govt responsible joeabcnews,[ 0.89185274  0.10814723],negative
2380,rt grainialong sick with disgust watching channel4news coverage of gas attack in syria what a failure of international community to hol,[ 0.89185274  0.10814723],negative
2381,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2382,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
2383,"rt nix_km trump gas attack in syria is a consequence of obama policy
he speaks the harsh truth which the liberals cannot comprehe",[ 0.89185274  0.10814723],negative
2384,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2385,"rt vineyardofsaker the race for raqqa 

syria syrianarmy saa neuchtenka sof turkey shilka satellite images
httpstcomhjavd4mr",[ 0.89185274  0.10814723],negative
2386,rt partisangirl tomorrow were going to create a media story about a chlorine gas attack later changed to sarin even though syria gov,[ 0.89185274  0.10814723],negative
2387,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
2388,lgbt_activist potus not just clinton but also blaming obama there all pathetic syria impeachtrump impeachthemall,[ 0.54849166  0.45150843],negative
2389,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
2390,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
2391,"rt aali4573 the so called jaysh al ezza manufacturing sarin gas and testing it 
syria
hama 
terrorists httpstcor1hvqo7xqp",[ 0.89185274  0.10814723],negative
2392,"rt g_c_w_church may almighty god intervene during this tragedy

pastorgarcia gcwinc syria httpstco6nsjpnogar",[ 0.89185274  0.10814723],negative
2393,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2394,assad still gassing kids realdonaldtrump as flaccid as his predecessor on syria presssec just as loathsome httpstcoxegftqx5ro,[ 0.37677622  0.62322378],positive
2395,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2396,rt preemptivelove were going live on fb in 10 min to talk about todays alleged chemical attack in syria and how were responding http,[ 0.89185274  0.10814723],negative
2397,statement by organisation for the prohibition of chemicalweapons opcw directorgeneral on idlib syria httpstcox4vff9yesu,[ 0.36721578  0.63278425],positive
2398,"rt syria_true not a difficult question to answer who is responsible for the gas attack in idlebsyria
those who are benefitting from i",[ 0.89185274  0.10814723],negative
2399,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2400,"rt vabvox evergreen tweet
today syria httpstcoxs81h7ixvz",[ 0.89185274  0.10814723],negative
2401,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2402,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2403,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
2404,rt ct101st my voice may be quiet in a world of noise stop killing your own people syria httpstcoaajloe0ehj,[ 0.89185274  0.10814723],negative
2405,rt bungaji [videowarninggraphic content] whole family killed in gas attack by the syrian regime in khansheikhan syria idlib  revol,[ 0.89185274  0.10814723],negative
2406,"rt jobahout this is donaldtrumps statement after syrias chemical attack in 2013 calling obama not to implement his red line
just",[ 0.89185274  0.10814723],negative
2407,rt ishmaelbeah what has to happen in syria for the world to care enough to do something for the sake of the children if nothing else,[ 0.89185274  0.10814723],negative
2408,rt p4hr watch tonight phrs susannahsirkin on newshour discussing todays apparent chemical strike in syria for times httpstco,[ 0.89185274  0.10814723],negative
2409,rt thestudyofwar the us faces policy and perception problems in syria as isw amp criticalthreats have noted httpstcohutlbw8o5r ru,[ 0.89185274  0.10814723],negative
2410,rt snarwani isis stole sarin gas from libya stores amp has already used it httpstcoewwamm1yfz syria,[ 0.89185274  0.10814723],negative
2411,rt banwahhabism russia has many enemies  but its actions in syria may have contributed to events in saintpetersburg httpstcoivmg,[ 0.89185274  0.10814723],negative
2412,rt annakashora who calls for increased support for health aid in syria and refugeehosting httpstconjwalwhuwj by who via c0nve,[ 0.89185274  0.10814723],negative
2413,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
2414,rt p4hr watch tonight phrs susannahsirkin on newshour discussing todays apparent chemical strike in syria for times httpstco,[ 0.89185274  0.10814723],negative
2415,un ambassador haley calls assad a war criminal but she may still work with him httpstcoewyzbv7oe0 syria chemicalattack trump,[ 0.25405297  0.74594706],positive
2416,where are the limits to this conflict  icrc poses this question especially poignant in light of recent cw atta httpstcotj1hw41lrv,[ 0.40217167  0.59782839],positive
2417,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
2418,"rt shomaristone trump blames obama administration for syrian chemical attack syria
httpstcot4hhr2xmxa",[ 0.89185274  0.10814723],negative
2419,rt abdbozkurt erdogan signals fresh military incursions into syria amp iraq says turkeys military ops spoiled amp unmasked antiisil co,[ 0.89185274  0.10814723],negative
2420,"rt maytham956 terrorist mohammed alloush is not a gas expert he is just one of the participants in the crime
idlib syria httpstco",[ 0.89185274  0.10814723],negative
